3873;Los Angeles Pretender;14/06/2014;15;V
3877;Los Angeles Peaks;24/06/2015;28;V
3884;Los Angeles Minds;21/06/2016;26;V
3887;Los Angeles Bubbles;18/06/2017;24;V
3887;Master Trees;16/06/2018;6;V
3890;Master Flumes;22/06/2019;6;V
3894;Master Goodies;12/06/2020;5;V
3906;Master Cats;14/03/2019;43;V
3910;Master Robots;18/03/2020;123;V
3917;Master Pretenders;14/04/2014;135;V
3920;Master Peaks;26/04/2015;65;V
3920;Master Minds;28/04/2016;43;V
3920;Master Bubbles;17/04/2017;86;V
3926;The Last of Trees;02/04/2018;56;V
3930;The Last of Flumes;25/03/2019;45;V
3932;The Last of Goodies;03/04/2020;43;V
3936;The Last of Cats;14/07/2015;26;V
3941;The Last of Robots;18/07/2016;18;V
3948;The Last of Pretenders;26/07/2017;12;V
3954;The Last of Peaks;07/08/2018;12;V
3961;The Last of Minds;02/08/2019;12;V
3961;The Last of Bubbles;10/08/2020;14;L
3973;Shoreman;14/10/2012;97;L
3979;Treeman;04/10/2013;12;L
3982;Catman;17/10/2014;64;L
3983;Robotman;26/10/2015;278;L
3989;Mindman;07/11/2016;8;L
3993;Bubbleman;31/10/2017;8;L
4000;Lost and Found;26/10/2018;8;L
4006;The Romanos;07/11/2019;12;L
